customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Numeric,tenure_group,charges_per_tenure,service_count,has_addons,has_premium_support,contract_stability,is_high_value,auto_payment,senior_alone,monthly_total_ratio
2362-IBOOY,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,3050.15,1,1,2-4 Years,82.43648648648649,1,1,0,0,1,0,0,0.027776412172459564
3137-LUPIX,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.4,253.0,0,0,0-1 Year,50.6,2,1,1,0,0,0,0,0.2535433070866142
0843-WTBXE,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,1,1,4+ Years,83.65277777777777,1,1,0,0,1,1,0,0.01891218945388148
6143-JQKEA,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.8,436.2,0,0,0-1 Year,39.654545454545456,0,0,0,0,0,1,0,0.10475754803293687
8676-OOQEJ,Male,0,No,No,4,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.5,118.4,0,0,0-1 Year,23.68,1,1,1,0,0,0,0,0.2554438860971524
5515-IDEJJ,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,1,1,0-1 Year,9.95,0,0,0,0,0,0,0,0.9521531100478469
9701-CDXHR,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.15,3649.6,0,0,4+ Years,70.18461538461538,0,0,0,0,0,0,0,0.018942091710951625
7450-NWRTR,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,1200.15,1,1,0-1 Year,92.31923076923077,3,1,0,0,1,0,1,0.08279565416475877
8124-NZVGJ,Female,0,No,No,6,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,49.25,255.6,0,0,0-1 Year,36.51428571428571,3,1,1,1,0,0,0,0.19193296960249415
2162-FRZAA,Male,0,Yes,Yes,63,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),39.35,2395.05,0,0,4+ Years,37.42265625,3,1,1,2,0,1,0,0.016422862628075373
5376-DEQCP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,1,1,0-1 Year,35.3,0,0,0,0,1,0,0,0.9860335195530726
5118-MUEYH,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,5083.55,0,0,2-4 Years,103.74591836734695,4,1,1,0,1,1,0,0.020670462479472126
9095-HFAFX,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.0,389.6,1,1,0-1 Year,64.93333333333334,1,1,0,0,1,1,0,0.2073732718894009
5627-TVBPP,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.1,644.5,0,0,2-4 Years,17.90277777777778,0,0,0,1,0,1,0,0.031138652207591017
2379-ENZGV,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,523.5,1,1,0-1 Year,74.78571428571429,2,1,0,0,1,0,0,0.16177311725452811
3936-QQFLL,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,39.3,0,0,0-1 Year,13.1,0,0,0,0,0,0,0,0.49007444168734493
2589-AYCRP,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,989.05,0,0,4+ Years,19.39313725490196,0,0,0,1,0,1,0,0.019948487450128782
4067-HLYQI,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1,0,0,2-4 Years,70.76764705882353,0,0,0,0,1,1,0,0.029246811515932038
5124-EOGYE,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,638.55,0,0,2-4 Years,19.9546875,0,0,0,2,0,0,0,0.03197560784926902
5057-RKGLH,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,191.1,0,0,0-1 Year,19.11,0,0,0,2,0,0,0,0.10593440916189485
0292-WEGCH,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,4524.05,0,0,4+ Years,82.25545454545455,5,1,1,0,1,0,0,0.019049513265046794
8910-ICHIU,Female,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.65,4664.2,0,0,2-4 Years,99.23829787234042,4,1,0,1,1,1,0,0.020502872331304125
4097-YODCF,Male,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,103.8,3470.8,0,0,2-4 Years,99.16571428571429,4,1,0,1,1,0,0,0.029898035601129094
9715-WZCLW,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.2,6910.3,0,0,4+ Years,95.97638888888889,3,1,0,2,1,0,0,0.014063924297888964
9786-YWNHU,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,63.55,4014.2,0,0,4+ Years,62.721875,4,1,1,2,0,0,0,0.015827356047021318
6407-GSJNL,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.95,1288.0,0,0,4+ Years,24.76923076923077,0,0,0,2,0,1,0,0.01935608999224205
6005-OBZPH,Female,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,2277.65,1,1,2-4 Years,84.35740740740741,2,1,0,0,1,0,1,0.039124042744607554
4049-ZPALD,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.0,6375.8,0,0,4+ Years,98.08923076923077,4,1,0,2,1,1,0,0.01552502822732405
7932-WPTDS,Female,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,1,0-1 Year,12.4,0,0,0,0,0,0,0,0.9612403100775194
3733-UOCWF,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,5251.75,0,0,4+ Years,84.70564516129032,2,1,1,1,1,1,0,0.01628670696301937
6833-JMZYP,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.0,1505.45,0,0,1-2 Years,94.090625,3,1,0,0,1,1,0,0.062398353745560756
2722-VOJQL,Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.65,6903.1,1,1,4+ Years,106.20153846153846,4,1,1,1,1,1,0,0.015302501412204343
1310-QRITU,Female,0,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,913.3,0,0,1-2 Years,48.06842105263158,0,0,0,0,0,0,0,0.05501476539429071
8961-QDZZJ,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.0,5535.8,0,0,4+ Years,95.4448275862069,3,1,0,1,1,0,0,0.017157925155324376
9715-SBVSU,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.4,815.55,0,0,1-2 Years,54.37,3,1,0,2,0,1,0,0.075194415528749
8490-BXHEO,Male,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1411.65,0,0,1-2 Years,74.29736842105264,1,1,0,0,1,1,1,0.05702049339893108
7173-TETGO,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),78.5,5602.25,0,0,4+ Years,76.7431506849315,1,1,0,2,1,1,0,0.014009726498014545
7929-SKFGK,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.3,8244.3,0,0,4+ Years,116.11690140845069,6,1,1,2,1,1,0,0.013862442846227549
2300-RQGOI,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,741.5,0,0,2-4 Years,19.012820512820515,0,0,0,2,0,0,0,0.027003367003367005
3563-SVYLG,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),62.65,4375.8,0,0,4+ Years,63.41739130434783,4,1,1,2,0,1,0,0.014314110765856333
5228-EXCET,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,1008.7,1,1,1-2 Years,72.05,1,1,0,0,1,0,0,0.08007328909577101
6435-VWCCY,Male,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),92.7,5968.4,0,0,4+ Years,90.43030303030302,3,1,0,2,1,1,0,0.015529198914463766
4998-IKFSE,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.45,3096.9,0,0,2-4 Years,99.9,3,1,0,0,1,0,0,0.032425191258594534
8630-QSGXK,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.2,3901.25,0,0,4+ Years,75.02403846153847,3,1,1,2,1,1,0,0.0192709334358383
2455-USLMV,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.75,2613.4,0,0,2-4 Years,81.66875,2,1,0,0,1,1,0,0.03241661566707466
7394-FKDNK,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.45,853.1,1,1,0-1 Year,85.31,2,1,0,0,1,0,0,0.10473012527807049
9488-FVZCC,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),79.5,5661.7,0,0,4+ Years,77.55753424657534,5,1,1,2,1,1,0,0.014039239232168401
6331-LWDTQ,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,1,1,0-1 Year,72.20454545454545,2,1,0,0,1,1,0,0.09072618673373153
5995-WWKKG,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.8,695.05,0,0,2-4 Years,18.29078947368421,0,0,0,1,0,0,0,0.02844623231089721
1597-FZREH,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.4,160.8,1,1,0-1 Year,53.6,4,1,1,0,1,0,0,0.47218788627935726
7879-CGSFV,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,5552.05,0,0,4+ Years,99.14375,4,1,0,1,1,0,0,0.018170194757835784
9921-EZKBY,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.3,3275.15,0,0,2-4 Years,96.32794117647059,3,1,0,0,1,1,0,0.029089022175419317
7432-FFVAR,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),90.95,4236.6,0,0,2-4 Years,90.1404255319149,3,1,1,1,1,1,0,0.021462620351142155
7246-ZGQDF,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.5,54.5,0,0,0-1 Year,27.25,2,1,1,0,0,0,0,0.9819819819819819
7000-WCEVQ,Female,1,No,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.6,1174.35,1,1,1-2 Years,55.921428571428564,1,1,0,0,0,0,1,0.0524099204492279
0727-IWKVK,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.9,741.7,1,1,0-1 Year,74.17,2,1,0,0,1,0,0,0.10758044971051568
5959-BELXA,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.15,3019.25,1,1,2-4 Years,91.49242424242425,2,1,0,0,1,1,1,0.03183511298733549
4456-RHSNB,Female,0,Yes,Yes,19,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.6,962.9,0,0,1-2 Years,48.144999999999996,1,1,0,0,0,1,0,0.05145762008507107
3512-IZIKN,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65.3,4759.75,1,1,4+ Years,67.03873239436619,3,1,1,2,0,1,0,0.013716326209105708
2481-SBOYW,Female,0,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.0,1498.35,0,0,4+ Years,24.166935483870965,0,0,0,2,0,1,0,0.01667389201987528
7109-MFBYV,Male,0,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.45,1233.15,0,0,2-4 Years,45.672222222222224,0,0,0,0,0,0,0,0.036826965927966616
1833-TCXKK,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,0,0,2-4 Years,106.14782608695653,4,1,0,0,1,1,0,0.022062738031860436
1832-PEUTS,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),89.1,5411.65,0,0,4+ Years,85.89920634920634,2,1,0,2,1,1,0,0.01646143755831247
6141-OOXUQ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,1,1,0-1 Year,9.825,0,0,0,0,0,0,0,0.9515738498789347
8660-BUETV,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,148.05,0,0,0-1 Year,37.0125,0,0,0,0,0,0,0,0.3002348205300235
0580-PIQHM,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),101.6,3930.55,0,0,2-4 Years,93.58452380952382,4,1,0,1,1,1,0,0.02584222507662372
5696-CEIQJ,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5,0,0,4+ Years,101.40441176470588,5,1,1,2,1,1,0,0.014956862176466324
7503-ZGUZJ,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.65,84.65,1,1,0-1 Year,42.325,1,1,0,0,1,0,0,0.9883245767659078
1696-HXOWK,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,95.65,6856.95,0,0,4+ Years,95.23541666666667,3,1,0,1,1,0,0,0.013947316617939765
3026-ATZYV,Female,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),75.1,2658.8,0,0,2-4 Years,69.96842105263158,4,1,0,1,1,1,0,0.02823520565456049
4012-YCFAI,Male,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.35,3766.2,0,0,4+ Years,61.74098360655737,3,1,1,2,0,0,0,0.016285304735612658
2506-TNFCO,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,1,1,0-1 Year,34.775,0,0,0,0,0,0,0,0.9858256555634302
9970-QBCDA,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,129.55,0,0,0-1 Year,18.50714285714286,0,0,0,0,0,1,0,0.15090003829950208
8718-PTMEZ,Female,0,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.05,347.25,1,1,1-2 Years,24.803571428571427,1,1,0,0,0,0,0,0.08916008614501077
9496-IVVRP,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.0,581.7,0,0,0-1 Year,48.475,1,1,0,0,0,1,0,0.08752359704822378
2207-OBZNX,Male,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.0,354.05,1,1,0-1 Year,44.25625,1,1,0,0,0,0,0,0.1436417405999155
2657-VPXTA,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.85,929.45,0,0,0-1 Year,84.49545454545455,2,1,0,0,1,0,0,0.09549142887849964
6551-VLJMV,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,679.0,0,0,2-4 Years,19.4,0,0,0,2,0,1,0,0.02948529411764706
1221-GHZEP,Female,0,No,No,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,65.1,3846.75,0,0,4+ Years,61.05952380952381,3,1,1,2,0,0,0,0.01691897862387109
9289-LBQVU,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,4480.7,0,0,4+ Years,68.93384615384615,3,1,1,1,0,0,0,0.015652542561974254
6142-VSJQO,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,44.35,1,1,0-1 Year,22.175,0,0,0,0,0,1,0,0.9779492833517089
3458-IDMFK,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.75,499.4,0,0,2-4 Years,19.207692307692305,0,0,0,2,0,0,0,0.041466826538768986
6933-FHBZC,Female,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,56.05,1553.2,0,0,2-4 Years,57.525925925925925,2,1,0,1,0,0,0,0.03606356968215159
0221-NAUXK,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.95,219.5,0,0,0-1 Year,19.954545454545453,0,0,0,1,0,1,0,0.09047619047619047
9770-KXGQU,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,98.6,5311.85,0,0,4+ Years,98.3675925925926,4,1,0,1,1,0,0,0.018558777304083493
6437-UKHMV,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.7,586.05,1,1,0-1 Year,73.25625,1,1,0,0,1,0,0,0.13576356358061495
6538-POCHL,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.0,2576.8,0,0,2-4 Years,75.78823529411765,2,1,0,0,1,1,0,0.030646287532004032
6726-NNFWD,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.45,6435.25,0,0,4+ Years,89.37847222222223,3,1,0,2,1,1,0,0.01389784424160031
3002-WQZWT,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,1993.25,0,0,2-4 Years,66.44166666666666,0,0,0,0,1,0,0,0.03720697003886173
4277-UDIEF,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.0,1923.85,0,0,1-2 Years,76.954,4,1,1,0,1,1,0,0.042081201132555784
1208-NBVFH,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.6,939.8,0,0,1-2 Years,44.75238095238095,1,1,0,0,0,0,0,0.05272108843537415
4912-PIGUY,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.6,84.6,0,0,0-1 Year,42.3,1,1,0,0,1,0,0,0.9883177570093458
1114-CENIM,Male,0,No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.0,3092.65,1,1,4+ Years,56.230000000000004,1,1,0,0,0,1,0,0.017778352431593748
6060-DRTNL,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.85,415.55,1,1,0-1 Year,69.25833333333334,2,1,0,0,1,0,1,0.20369703516984755
2725-TTRIQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5986.55,0,0,4+ Years,82.00753424657535,5,1,1,2,1,1,0,0.014062513047907742
3374-TTZTK,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.3,5487.0,0,0,4+ Years,103.52830188679245,6,1,1,2,1,0,0,0.019369533527696794
8990-ZXLSU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.05,651.5,0,0,0-1 Year,65.15,0,0,0,0,0,0,0,0.10582375478927203
2275-RBYQS,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,0,0,0-1 Year,22.7,0,0,0,0,0,0,0,0.978448275862069
8473-VUVJN,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,73.65,1,1,0-1 Year,36.825,0,0,0,0,1,0,1,0.9866041527126591
6289-CPNLD,Male,0,Yes,Yes,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,73.9,2405.05,1,1,2-4 Years,70.73676470588236,4,1,1,1,1,0,0,0.0307142411836828
5536-SLHPM,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.75,4458.15,1,1,4+ Years,79.60982142857142,1,1,0,0,1,0,0,0.017436058441631253
4419-UJMUS,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.35,6856.45,0,0,4+ Years,97.94928571428571,3,1,1,2,1,0,0,0.01448789272980481
7794-JASDG,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.75,50.75,0,0,0-1 Year,25.375,1,1,0,0,0,0,0,0.9806763285024155
7609-YBPXG,Male,0,No,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.1,4735.2,0,0,4+ Years,86.09454545454545,5,1,1,2,1,1,0,0.018390270681136776
5519-TEEUH,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,682.15,0,0,2-4 Years,20.063235294117646,0,0,0,1,0,0,0,0.029495718363463368
7856-GANIL,Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.7,4525.8,0,0,2-4 Years,98.38695652173914,4,1,1,1,1,1,0,0.02180348148802686
0804-XBFBV,Female,0,No,Yes,11,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.2,321.05,0,0,0-1 Year,26.754166666666666,0,0,0,0,0,0,0,0.07824871914299021
2676-OXPPQ,Male,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65,0,0,0-1 Year,47.949999999999996,2,1,0,0,0,1,0,0.16545373533343236
3703-TTEPD,Male,0,No,No,21,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.35,1424.4,0,0,1-2 Years,64.74545454545455,3,1,0,0,0,1,0,0.04584677985126981
2799-TSLAG,Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.3,1748.55,0,0,4+ Years,26.493181818181817,0,0,0,2,0,1,0,0.014460861364350834
0196-VULGZ,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.35,474.9,1,1,0-1 Year,67.84285714285714,1,1,0,0,1,0,0,0.17724311830216433
8837-VVWLQ,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.95,668.4,1,1,0-1 Year,74.26666666666667,2,1,0,0,1,0,0,0.12690469076785182
2696-NARTR,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.85,926.25,1,1,0-1 Year,77.1875,1,1,1,0,1,0,0,0.07964410892423833
2208-NKVVH,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.25,1077.95,0,0,2-4 Years,24.498863636363637,0,0,0,2,0,0,0,0.022475554937670884
7614-QVWQL,Male,0,Yes,Yes,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.8,2541.25,1,1,4+ Years,50.825,3,1,0,1,0,1,0,0.020375651489822007
1976-CFOCS,Female,1,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,46.0,1,1,0-1 Year,23.0,0,0,0,0,0,0,0,0.9787234042553191
4631-OACRM,Male,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,1,1,1-2 Years,72.25625,1,1,0,0,1,0,1,0.06861982542563305
